,decimal,binary
2638,35463,1000101010000111
2639,53279,1101000000011111
2640,60574,1110110010011110
2641,54873,1101011001011001
2642,61343,1110111110011111
2643,27358,0110101011011110
2644,46758,1011011010100110
2645,10242,0010100000000010
2646,43999,1010101111011111
2647,20871,0101000110000111
2648,63722,1111100011101010
2649,20782,0101000100101110
2650,10410,0010100010101010
2651,25980,0110010101111100
2652,52182,1100101111010110
2653,10001,0010011100010001
2654,34534,1000011011100110
2655,50760,1100011001001000
2656,62038,1111001001010110
2657,46992,1011011110010000
2658,13359,0011010000101111
2659,3289,0000110011011001
2660,34328,1000011000011000
2661,64944,1111110110110000
2662,50948,1100011100000100
2663,5236,0001010001110100
2664,1056,0000010000100000
2665,62171,1111001011011011
2666,17968,0100011000110000
2667,63580,1111100001011100
2668,12116,0010111101010100
2669,15152,0011101100110000
2670,32729,0111111111011001
2671,5421,0001010100101101
2672,37688,1001001100111000
2673,16031,0011111010011111
2674,45767,1011001011000111
2675,1957,0000011110100101
2676,30369,0111011010100001
2677,29215,0111001000011111
2678,46200,1011010001111000
2679,62050,1111001001100010
2680,39114,1001100011001010
2681,23383,0101101101010111
2682,17655,0100010011110111
2683,39043,1001100010000011
2684,47154,1011100000110010
2685,48317,1011110010111101
2686,46413,1011010101001101
2687,39159,1001100011110111
2688,32774,1000000000000110
2689,2071,0000100000010111
2690,44781,1010111011101101
2691,31452,0111101011011100
2692,50868,1100011010110100
2693,14122,0011011100101010
2694,22670,0101100010001110
2695,29199,0111001000001111
2696,43614,1010101001011110
2697,60361,1110101111001001
2698,4758,0001001010010110
2699,49925,1100001100000101
2700,30864,0111100010010000
2701,47474,1011100101110010
2702,38765,1001011101101101
2703,22906,0101100101111010
2704,31189,0111100111010101
2705,11961,0010111010111001
2706,30497,0111011100100001
2707,47782,1011101010100110
2708,1352,0000010101001000
2709,47795,1011101010110011
2710,29656,0111001111011000
2711,11900,0010111001111100
2712,45416,1011000101101000
2713,35681,1000101101100001
2714,49905,1100001011110001
2715,58631,1110010100000111
2716,40753,1001111100110001
2717,25168,0110001001010000
2718,35573,1000101011110101
2719,52727,1100110111110111
2720,18932,0100100111110100
2721,32338,0111111001010010
2722,34385,1000011001010001
2723,31145,0111100110101001
2724,17381,0100001111100101
2725,21212,0101001011011100
2726,61411,1110111111100011
2727,51892,1100101010110100
2728,30059,0111010101101011
2729,37617,1001001011110001
2730,9607,0010010110000111
2731,53837,1101001001001101
2732,39574,1001101010010110
2733,53636,1101000110000100
2734,31620,0111101110000100
2735,29533,0111001101011101
2736,65298,1111111100010010
2737,41618,1010001010010010
2738,8521,0010000101001001
2739,53102,1100111101101110
2740,39913,1001101111101001
2741,38986,1001100001001010
2742,20621,0101000010001101
2743,57329,1101111111110001
2744,56448,1101110010000000
2745,5312,0001010011000000
2746,28273,0110111001110001
2747,18521,0100100001011001
2748,63910,1111100110100110
2749,4263,0001000010100111
2750,31125,0111100110010101
2751,23901,0101110101011101
2752,34851,1000100000100011
2753,9008,0010001100110000
2754,7846,0001111010100110
2755,32892,1000000001111100
2756,54322,1101010000110010
2757,13749,0011010110110101
2758,9239,0010010000010111
2759,34618,1000011100111010
2760,15485,0011110001111101
2761,7654,0001110111100110
2762,24727,0110000010010111
2763,24532,0101111111010100
2764,4778,0001001010101010
2765,39301,1001100110000101
2766,33495,1000001011010111
2767,48194,1011110001000010
2768,44329,1010110100101001
2769,47465,1011100101101001
2770,8305,0010000001110001
2771,64954,1111110110111010
2772,44283,1010110011111011
2773,17344,0100001111000000
2774,6686,0001101000011110
2775,5668,0001011000100100
2776,55801,1101100111111001
2777,20466,0100111111110010
2778,64886,1111110101110110
2779,58589,1110010011011101
2780,9323,0010010001101011
2781,47901,1011101100011101
2782,63165,1111011010111101
2783,40355,1001110110100011
2784,53816,1101001000111000
2785,14743,0011100110010111
2786,62477,1111010000001101
2787,32578,0111111101000010
2788,21841,0101010101010001
2789,10303,0010100000111111
2790,14330,0011011111111010
2791,12576,0011000100100000
2792,46825,1011011011101001
2793,45439,1011000101111111
2794,41791,1010001100111111
2795,45970,1011001110010010
2796,1526,0000010111110110
2797,61390,1110111111001110
2798,8790,0010001001010110
2799,62987,1111011000001011
2800,45728,1011001010100000
2801,57958,1110001001100110
2802,28126,0110110111011110
2803,6260,0001100001110100
2804,18711,0100100100010111
2805,17758,0100010101011110
2806,14290,0011011111010010
2807,12821,0011001000010101
2808,35420,1000101001011100
2809,23526,0101101111100110
2810,31824,0111110001010000
2811,13035,0011001011101011
2812,30952,0111100011101000
2813,59320,1110011110111000
2814,59855,1110100111001111
2815,63322,1111011101011010
2816,18221,0100011100101101
2817,32027,0111110100011011
2818,33181,1000000110011101
2819,45707,1011001010001011
2820,13284,0011001111100100
2821,64912,1111110110010000
2822,50083,1100001110100011
2823,10428,0010100010111100
2824,36680,1000111101001000
2825,25131,0110001000101011
2826,23202,0101101010100010
2827,52132,1100101110100100
2828,6859,0001101011001011
2829,64408,1111101110011000
2830,14283,0011011111001011
2831,42867,1010011101110011
2832,33146,1000000101111010
2833,13961,0011011010001001
2834,23378,0101101101010010
2835,58651,1110010100011011
2836,38502,1001011001100110
2837,4980,0001001101110100
2838,36754,1000111110010010
2839,22547,0101100000010011
2840,33468,1000001010111100
2841,30317,0111011001101101
2842,48037,1011101110100101
2843,34577,1000011100010001
2844,13629,0011010100111101
2845,6335,0001100010111111
2846,62164,1111001011010100
2847,19421,0100101111011101
2848,64596,1111110001010100
2849,58645,1110010100010101
2850,13896,0011011001001000
2851,14463,0011100001111111
2852,59152,1110011100010000
2853,25024,0110000111000000
2854,49750,1100001001010110
2855,36122,1000110100011010
2856,46599,1011011000000111
2857,51454,1100100011111110
2858,9518,0010010100101110
2859,1522,0000010111110010
2860,64259,1111101100000011
2861,49850,1100001010111010
2862,51944,1100101011101000
2863,39835,1001101110011011
2864,58091,1110001011101011
2865,34030,1000010011101110
2866,11973,0010111011000101
2867,18421,0100011111110101
2868,42592,1010011001100000
2869,14319,0011011111101111
2870,63864,1111100101111000
2871,27719,0110110001000111
2872,29991,0111010100100111
2873,1212,0000010010111100
2874,25938,0110010101010010
2875,51796,1100101001010100
2876,60460,1110110000101100
2877,20532,0101000000110100
2878,25332,0110001011110100
2879,19045,0100101001100101
2880,32499,0111111011110011
2881,16408,0100000000011000
2882,25840,0110010011110000
2883,31782,0111110000100110
2884,65089,1111111001000001
2885,37425,1001001000110001
2886,57509,1110000010100101
2887,45610,1011001000101010
2888,38480,1001011001010000
2889,38304,1001010110100000
2890,57790,1110000110111110
2891,20619,0101000010001011
2892,1205,0000010010110101
2893,28552,0110111110001000
2894,30730,0111100000001010
2895,20500,0101000000010100
2896,4853,0001001011110101
2897,14778,0011100110111010
2898,11490,0010110011100010
2899,9786,0010011000111010
2900,57639,1110000100100111
2901,37884,1001001111111100
2902,16591,0100000011001111
2903,39976,1001110000101000
2904,45892,1011001101000100
2905,13216,0011001110100000
2906,41207,1010000011110111
2907,65429,1111111110010101
2908,17760,0100010101100000
2909,24057,0101110111111001
2910,43195,1010100010111011
2911,31704,0111101111011000
2912,18694,0100100100000110
2913,13852,0011011000011100
2914,21853,0101010101011101
2915,60767,1110110101011111
2916,63627,1111100010001011
2917,40125,1001110010111101
2918,4572,0001000111011100
2919,37421,1001001000101101
2920,16136,0011111100001000
2921,53250,1101000000000010
2922,10372,0010100010000100
2923,30925,0111100011001101
2924,46158,1011010001001110
2925,43226,1010100011011010
2926,9211,0010001111111011
2927,43001,1010011111111001
2928,12660,0011000101110100
2929,61382,1110111111000110
2930,27832,0110110010111000
2931,23951,0101110110001111
2932,3727,0000111010001111
2933,63125,1111011010010101
2934,63783,1111100100100111
2935,16438,0100000000110110
2936,15912,0011111000101000
2937,32889,1000000001111001
2938,31133,0111100110011101
2939,46531,1011010111000011
2940,710,0000001011000110
2941,31290,0111101000111010
2942,62330,1111001101111010
2943,55612,1101100100111100
2944,13960,0011011010001000
2945,38117,1001010011100101
2946,61388,1110111111001100
2947,37390,1001001000001110
2948,58083,1110001011100011
2949,58776,1110010110011000
2950,62538,1111010001001010
2951,44692,1010111010010100
2952,55022,1101011011101110
2953,48906,1011111100001010
2954,33248,1000000111100000
2955,60436,1110110000010100
2956,52948,1100111011010100
2957,33443,1000001010100011
2958,30088,0111010110001000
2959,22225,0101011011010001
2960,45231,1011000010101111
2961,58341,1110001111100101
2962,10754,0010101000000010
2963,19691,0100110011101011
2964,22856,0101100101001000
2965,43815,1010101100100111
2966,35055,1000100011101111
2967,19153,0100101011010001
2968,50742,1100011000110110
2969,40969,1010000000001001
2970,62844,1111010101111100
2971,5812,0001011010110100
2972,41598,1010001001111110
2973,15798,0011110110110110
2974,1060,0000010000100100
2975,62954,1111010111101010
2976,64800,1111110100100000
2977,2430,0000100101111110
2978,51964,1100101011111100
2979,21627,0101010001111011
2980,27104,0110100111100000
2981,41584,1010001001110000
2982,39722,1001101100101010
2983,49876,1100001011010100
2984,51444,1100100011110100
2985,21503,0101001111111111
2986,25172,0110001001010100
2987,33281,1000001000000001
2988,18944,0100101000000000
2989,34891,1000100001001011
2990,16697,0100000100111001
2991,40037,1001110001100101
2992,2433,0000100110000001
2993,57055,1101111011011111
2994,52972,1100111011101100
2995,7415,0001110011110111
2996,17819,0100010110011011
2997,63212,1111011011101100
2998,53529,1101000100011001
2999,526,0000001000001110
3000,63139,1111011010100011
3001,39448,1001101000011000
3002,50719,1100011000011111
3003,2270,0000100011011110
3004,10315,0010100001001011
3005,15932,0011111000111100
3006,36801,1000111111000001
3007,64816,1111110100110000
3008,50468,1100010100100100
3009,21244,0101001011111100
3010,48270,1011110010001110
3011,39264,1001100101100000
3012,9512,0010010100101000
3013,35469,1000101010001101
3014,54690,1101010110100010
3015,56792,1101110111011000
3016,11602,0010110101010010
3017,21962,0101010111001010
3018,25679,0110010001001111
3019,42245,1010010100000101
3020,50862,1100011010101110
3021,23435,0101101110001011
3022,39698,1001101100010010
3023,42102,1010010001110110
3024,12170,0010111110001010
3025,23415,0101101101110111
3026,47740,1011101001111100
3027,7981,0001111100101101
3028,38371,1001010111100011
3029,6488,0001100101011000
3030,42590,1010011001011110
3031,48429,1011110100101101
3032,44564,1010111000010100
3033,27471,0110101101001111
3034,38015,1001010001111111
3035,57094,1101111100000110
3036,49276,1100000001111100
3037,42952,1010011111001000
3038,61609,1111000010101001
3039,34504,1000011011001000
3040,15452,0011110001011100
3041,56246,1101101110110110
3042,38923,1001100000001011
3043,48975,1011111101001111
3044,1576,0000011000101000
3045,49826,1100001010100010
3046,49458,1100000100110010
3047,305,0000000100110001
3048,45669,1011001001100101
3049,18095,0100011010101111
3050,4693,0001001001010101
3051,36355,1000111000000011
3052,2374,0000100101000110
3053,55018,1101011011101010
3054,22873,0101100101011001
3055,36209,1000110101110001
3056,50128,1100001111010000
3057,58291,1110001110110011
3058,50609,1100010110110001
3059,30462,0111011011111110
3060,63975,1111100111100111
3061,26362,0110011011111010
3062,3020,0000101111001100
3063,54441,1101010010101001
3064,54817,1101011000100001
3065,10507,0010100100001011
3066,49299,1100000010010011
3067,2067,0000100000010011
3068,48983,1011111101010111
3069,48403,1011110100010011
3070,12256,0010111111100000
3071,18649,0100100011011001
3072,24336,0101111100010000
3073,48615,1011110111100111
3074,20213,0100111011110101
3075,9850,0010011001111010
3076,42902,1010011110010110
3077,41682,1010001011010010
3078,62443,1111001111101011
3079,34148,1000010101100100
3080,23844,0101110100100100
3081,11184,0010101110110000
3082,60562,1110110010010010
3083,65253,1111111011100101
3084,28804,0111000010000100
3085,58136,1110001100011000
3086,21146,0101001010011010
3087,55490,1101100011000010
3088,48457,1011110101001001
3089,19929,0100110111011001
3090,55112,1101011101001000
3091,54823,1101011000100111
3092,409,0000000110011001
3093,32818,1000000000110010
3094,62173,1111001011011101
3095,64880,1111110101110000
3096,16764,0100000101111100
3097,10268,0010100000011100
3098,4590,0001000111101110
3099,32030,0111110100011110
3100,56611,1101110100100011
3101,61620,1111000010110100
3102,47298,1011100011000010
3103,35799,1000101111010111
3104,25788,0110010010111100
3105,30362,0111011010011010
3106,3419,0000110101011011
3107,20575,0101000001011111
3108,37247,1001000101111111
3109,42714,1010011011011010
3110,14655,0011100100111111
3111,36583,1000111011100111
3112,20399,0100111110101111
3113,46437,1011010101100101
3114,12402,0011000001110010
3115,8755,0010001000110011
3116,22976,0101100111000000
3117,42875,1010011101111011
3118,11229,0010101111011101
3119,53913,1101001010011001
3120,10045,0010011100111101
3121,50491,1100010100111011
3122,63616,1111100010000000
3123,41797,1010001101000101
3124,61408,1110111111100000
3125,1871,0000011101001111
3126,59918,1110101000001110
3127,27082,0110100111001010
3128,119,0000000001110111
3129,43207,1010100011000111
3130,14689,0011100101100001
3131,40830,1001111101111110
3132,29877,0111010010110101
3133,11353,0010110001011001
3134,36942,1001000001001110
3135,20029,0100111000111101
3136,49918,1100001011111110
3137,54683,1101010110011011
3138,54240,1101001111100000
3139,34102,1000010100110110
3140,4211,0001000001110011
3141,50724,1100011000100100
3142,18845,0100100110011101
3143,16434,0100000000110010
3144,21672,0101010010101000
3145,23575,0101110000010111
3146,15200,0011101101100000
3147,62165,1111001011010101
3148,5059,0001001111000011
3149,57603,1110000100000011
3150,46465,1011010110000001
3151,33662,1000001101111110
3152,18361,0100011110111001
3153,57843,1110000111110011
3154,41972,1010001111110100
3155,17407,0100001111111111
3156,36662,1000111100110110
3157,11167,0010101110011111
3158,56,0000000000111000
3159,37510,1001001010000110
3160,30999,0111100100010111
3161,55039,1101011011111111
3162,2032,0000011111110000
3163,30783,0111100000111111
3164,56511,1101110010111111
3165,50833,1100011010010001
3166,35010,1000100011000010
3167,24395,0101111101001011
3168,60633,1110110011011001
3169,7179,0001110000001011
3170,26299,0110011010111011
3171,17286,0100001110000110
3172,23551,0101101111111111
3173,2974,0000101110011110
3174,38905,1001011111111001
3175,56734,1101110110011110
3176,62886,1111010110100110
3177,17389,0100001111101101
3178,20700,0101000011011100
3179,64893,1111110101111101
3180,43405,1010100110001101
3181,6266,0001100001111010
3182,21875,0101010101110011
3183,2706,0000101010010010
3184,30861,0111100010001101
3185,55966,1101101010011110
3186,35632,1000101100110000
3187,60794,1110110101111010
3188,11029,0010101100010101
3189,5951,0001011100111111
3190,54203,1101001110111011
3191,47131,1011100000011011
3192,22853,0101100101000101
3193,3779,0000111011000011
3194,55950,1101101010001110
3195,47631,1011101000001111
3196,8554,0010000101101010
3197,57593,1110000011111001
3198,40653,1001111011001101
3199,13752,0011010110111000
3200,15656,0011110100101000
3201,61139,1110111011010011
3202,26349,0110011011101101
3203,33401,1000001001111001
3204,56040,1101101011101000
3205,44330,1010110100101010
3206,49490,1100000101010010
3207,41421,1010000111001101
3208,11574,0010110100110110
3209,29773,0111010001001101
3210,23436,0101101110001100
3211,2875,0000101100111011
3212,51621,1100100110100101
3213,14818,0011100111100010
3214,8254,0010000000111110
3215,3297,0000110011100001
3216,49369,1100000011011001
3217,22056,0101011000101000
3218,27752,0110110001101000
3219,58025,1110001010101001
3220,38767,1001011101101111
3221,53818,1101001000111010
3222,9847,0010011001110111
3223,31653,0111101110100101
3224,16753,0100000101110001
3225,41703,1010001011100111
3226,50580,1100010110010100
3227,25551,0110001111001111
3228,26308,0110011011000100
3229,55573,1101100100010101
3230,5290,0001010010101010
3231,46341,1011010100000101
3232,11350,0010110001010110
3233,9941,0010011011010101
3234,31110,0111100110000110
3235,36487,1000111010000111
3236,17935,0100011000001111
3237,17353,0100001111001001
3238,16935,0100001000100111
3239,27804,0110110010011100
3240,51408,1100100011010000
3241,9115,0010001110011011
3242,60218,1110101100111010
3243,48869,1011111011100101
3244,45895,1011001101000111
3245,48656,1011111000010000
3246,18807,0100100101110111
3247,18750,0100100100111110
3248,13540,0011010011100100
3249,10823,0010101001000111
3250,11822,0010111000101110
3251,46162,1011010001010010
3252,22778,0101100011111010
3253,46492,1011010110011100
3254,11245,0010101111101101
3255,4190,0001000001011110
3256,15740,0011110101111100
3257,2959,0000101110001111
3258,61548,1111000001101100
3259,64993,1111110111100001
3260,65168,1111111010010000
3261,38124,1001010011101100
3262,35597,1000101100001101
3263,32017,0111110100010001
3264,20014,0100111000101110
3265,6591,0001100110111111
3266,4942,0001001101001110
3267,12228,0010111111000100
3268,57853,1110000111111101
3269,61793,1111000101100001
3270,56978,1101111010010010
3271,60619,1110110011001011
3272,51365,1100100010100101
3273,47221,1011100001110101
3274,43858,1010101101010010
3275,39185,1001100100010001
3276,39317,1001100110010101
3277,45395,1011000101010011
3278,47252,1011100010010100
3279,33453,1000001010101101
3280,14603,0011100100001011
3281,55877,1101101001000101
3282,41416,1010000111001000
3283,56322,1101110000000010
3284,6653,0001100111111101
3285,9483,0010010100001011
3286,5945,0001011100111001
3287,17186,0100001100100010
3288,51855,1100101010001111
3289,6536,0001100110001000
3290,56630,1101110100110110
3291,7161,0001101111111001
3292,63447,1111011111010111
3293,17215,0100001100111111
3294,42025,1010010000101001
3295,16703,0100000100111111
3296,49943,1100001100010111
3297,39348,1001100110110100
3298,64240,1111101011110000
3299,36993,1001000010000001
3300,2946,0000101110000010
3301,8748,0010001000101100
3302,53247,1100111111111111
3303,27283,0110101010010011
3304,62041,1111001001011001
3305,24400,0101111101010000
3306,24987,0110000110011011
3307,51400,1100100011001000
3308,13618,0011010100110010
3309,54068,1101001100110100
3310,28505,0110111101011001
3311,27798,0110110010010110
3312,35861,1000110000010101
3313,8838,0010001010000110
3314,15691,0011110101001011
3315,54125,1101001101101101
3316,54452,1101010010110100
3317,44235,1010110011001011
3318,21826,0101010101000010
3319,59772,1110100101111100
3320,21744,0101010011110000
3321,22788,0101100100000100
3322,48714,1011111001001010
3323,10240,0010100000000000
3324,26901,0110100100010101
3325,39050,1001100010001010
3326,39879,1001101111000111
3327,16377,0011111111111001
3328,14848,0011101000000000
3329,56558,1101110011101110
3330,51897,1100101010111001
3331,30852,0111100010000100
3332,26533,0110011110100101
3333,61654,1111000011010110
3334,9296,0010010001010000
3335,23374,0101101101001110
3336,25488,0110001110010000
3337,28635,0110111111011011
3338,43871,1010101101011111
3339,52197,1100101111100101
3340,23638,0101110001010110
3341,52988,1100111011111100
3342,59578,1110100010111010
3343,56864,1101111000100000
3344,2690,0000101010000010
3345,51259,1100100000111011
3346,4550,0001000111000110
3347,48006,1011101110000110
3348,206,0000000011001110
3349,46674,1011011001010010
3350,44297,1010110100001001
3351,774,0000001100000110
3352,7300,0001110010000100
3353,4113,0001000000010001
3354,3500,0000110110101100
3355,60241,1110101101010001
3356,54972,1101011010111100
3357,52261,1100110000100101
3358,24569,0101111111111001
3359,4216,0001000001111000
3360,6937,0001101100011001
3361,15621,0011110100000101
3362,29263,0111001001001111
3363,21286,0101001100100110
3364,13316,0011010000000100
3365,24312,0101111011111000
3366,37835,1001001111001011
3367,7693,0001111000001101
3368,43219,1010100011010011
3369,33001,1000000011101001
3370,41129,1010000010101001
3371,29549,0111001101101101
3372,5111,0001001111110111
3373,30328,0111011001111000
3374,17440,0100010000100000
3375,58345,1110001111101001
3376,5676,0001011000101100
3377,6275,0001100010000011
3378,49267,1100000001110011
3379,52442,1100110011011010
3380,50140,1100001111011100
3381,58410,1110010000101010
3382,50357,1100010010110101
3383,25309,0110001011011101
3384,21491,0101001111110011
3385,46213,1011010010000101
3386,19946,0100110111101010
3387,12094,0010111100111110
3388,58188,1110001101001100
3389,35829,1000101111110101
3390,15444,0011110001010100
3391,32043,0111110100101011
3392,29574,0111001110000110
3393,22857,0101100101001001
3394,62872,1111010110011000
3395,12813,0011001000001101
3396,59478,1110100001010110
3397,62678,1111010011010110
3398,26153,0110011000101001
3399,39274,1001100101101010
3400,51887,1100101010101111
3401,28836,0111000010100100
3402,17192,0100001100101000
3403,43278,1010100100001110
3404,35850,1000110000001010
3405,38621,1001011011011101
3406,54722,1101010111000010
3407,33540,1000001100000100
3408,58254,1110001110001110
3409,1279,0000010011111111
3410,9133,0010001110101101
3411,37441,1001001001000001
3412,49871,1100001011001111
3413,3257,0000110010111001
3414,18962,0100101000010010
3415,19934,0100110111011110
3416,4453,0001000101100101
3417,47927,1011101100110111
3418,42778,1010011100011010
3419,56600,1101110100011000
3420,37084,1001000011011100
3421,34783,1000011111011111
3422,50887,1100011011000111
3423,51212,1100100000001100
3424,270,0000000100001110
3425,33910,1000010001110110
3426,6149,0001100000000101
3427,51762,1100101000110010
3428,17568,0100010010100000
3429,62015,1111001000111111
3430,16091,0011111011011011
3431,43556,1010101000100100
3432,24196,0101111010000100
3433,27533,0110101110001101
3434,42097,1010010001110001
3435,6815,0001101010011111
3436,52821,1100111001010101
3437,7689,0001111000001001
3438,51834,1100101001111010
3439,46042,1011001111011010
3440,26992,0110100101110000
3441,1085,0000010000111101
3442,26819,0110100011000011
3443,57776,1110000110110000
3444,51142,1100011111000110
3445,23544,0101101111111000
3446,62431,1111001111011111
3447,16796,0100000110011100
3448,17302,0100001110010110
3449,41230,1010000100001110
3450,62333,1111001101111101
3451,473,0000000111011001
3452,48020,1011101110010100
3453,19218,0100101100010010
3454,36155,1000110100111011
3455,37964,1001010001001100
3456,28845,0111000010101101
3457,48637,1011110111111101
3458,7726,0001111000101110
3459,48186,1011110000111010
3460,33614,1000001101001110
3461,6923,0001101100001011
3462,28978,0111000100110010
3463,14725,0011100110000101
3464,64086,1111101001010110
3465,48810,1011111010101010
3466,58869,1110010111110101
3467,12125,0010111101011101
3468,62720,1111010100000000
3469,18014,0100011001011110
3470,34526,1000011011011110
3471,28598,0110111110110110
3472,21769,0101010100001001
3473,49427,1100000100010011
3474,51933,1100101011011101
3475,48254,1011110001111110
3476,11495,0010110011100111
3477,793,0000001100011001
3478,50010,1100001101011010
3479,54299,1101010000011011
3480,46352,1011010100010000
3481,52547,1100110101000011
3482,19352,0100101110011000
3483,35710,1000101101111110
3484,29121,0111000111000001
3485,15865,0011110111111001
3486,62577,1111010001110001
3487,6154,0001100000001010
3488,58923,1110011000101011
3489,11540,0010110100010100
3490,22223,0101011011001111
3491,11774,0010110111111110
3492,32974,1000000011001110
3493,34429,1000011001111101
3494,25860,0110010100000100
3495,21847,0101010101010111
3496,5904,0001011100010000
3497,33798,1000010000000110
3498,58621,1110010011111101
3499,9148,0010001110111100
3500,35571,1000101011110011
3501,50221,1100010000101101
3502,49904,1100001011110000
3503,63607,1111100001110111
3504,6265,0001100001111001
3505,54766,1101010111101110
3506,50668,1100010111101100
3507,12643,0011000101100011
3508,44015,1010101111101111
3509,39480,1001101000111000
3510,3591,0000111000000111
3511,32732,0111111111011100
3512,23053,0101101000001101
3513,51344,1100100010010000
3514,26541,0110011110101101
3515,28518,0110111101100110
3516,16267,0011111110001011
3517,18158,0100011011101110
3518,38934,1001100000010110
3519,34136,1000010101011000
3520,14431,0011100001011111
3521,9476,0010010100000100
3522,37371,1001000111111011
3523,523,0000001000001011
3524,62743,1111010100010111
3525,12790,0011000111110110
3526,8641,0010000111000001
3527,64691,1111110010110011
3528,7302,0001110010000110
3529,45788,1011001011011100
3530,5158,0001010000100110
3531,13704,0011010110001000
3532,17324,0100001110101100
3533,20142,0100111010101110
3534,60088,1110101010111000
3535,7651,0001110111100011
3536,59037,1110011010011101
3537,18644,0100100011010100
3538,55865,1101101000111001
3539,27929,0110110100011001
3540,4446,0001000101011110
3541,41930,1010001111001010
3542,37329,1001000111010001
3543,12551,0011000100000111
3544,58834,1110010111010010
3545,335,0000000101001111
3546,33932,1000010010001100
3547,62985,1111011000001001
3548,44563,1010111000010011
3549,23743,0101110010111111
3550,43323,1010100100111011
3551,34640,1000011101010000
3552,16955,0100001000111011
3553,16741,0100000101100101
3554,29434,0111001011111010
3555,27740,0110110001011100
3556,64105,1111101001101001
3557,28629,0110111111010101
3558,51716,1100101000000100
3559,61567,1111000001111111
3560,4625,0001001000010001
3561,11809,0010111000100001
3562,24498,0101111110110010
3563,7421,0001110011111101
3564,13755,0011010110111011
3565,23335,0101101100100111
3566,61003,1110111001001011
3567,24195,0101111010000011
3568,29983,0111010100011111
3569,57900,1110001000101100
3570,37704,1001001101001000
3571,15770,0011110110011010
3572,48136,1011110000001000
3573,8430,0010000011101110
3574,9609,0010010110001001
3575,19381,0100101110110101
3576,42166,1010010010110110
3577,6219,0001100001001011
3578,13603,0011010100100011
3579,15132,0011101100011100
3580,31492,0111101100000100
3581,55926,1101101001110110
3582,5121,0001010000000001
3583,4948,0001001101010100
3584,58436,1110010001000100
3585,12509,0011000011011101
3586,23492,0101101111000100
3587,16059,0011111010111011
3588,64697,1111110010111001
3589,54622,1101010101011110
3590,18084,0100011010100100
3591,51455,1100100011111111
3592,19844,0100110110000100
3593,64466,1111101111010010
3594,45034,1010111111101010
3595,35595,1000101100001011
3596,62222,1111001100001110
3597,60020,1110101001110100
3598,56222,1101101110011110
3599,25307,0110001011011011
3600,53070,1100111101001110
3601,62761,1111010100101001
3602,30853,0111100010000101
3603,14061,0011011011101101
3604,56363,1101110000101011
3605,7788,0001111001101100
3606,62278,1111001101000110
3607,30802,0111100001010010
3608,49614,1100000111001110
3609,10979,0010101011100011
3610,4370,0001000100010010
3611,48986,1011111101011010
3612,20678,0101000011000110
3613,64130,1111101010000010
3614,24502,0101111110110110
3615,37695,1001001100111111
3616,18947,0100101000000011
3617,25890,0110010100100010
3618,42139,1010010010011011
3619,18690,0100100100000010
3620,29914,0111010011011010
3621,17996,0100011001001100
3622,11835,0010111000111011
3623,52320,1100110001100000
3624,64250,1111101011111010
3625,1088,0000010001000000
3626,57065,1101111011101001
3627,4971,0001001101101011
3628,64045,1111101000101101
3629,31032,0111100100111000
3630,38003,1001010001110011
3631,49893,1100001011100101
3632,51253,1100100000110101
3633,55906,1101101001100010
3634,21094,0101001001100110
3635,52834,1100111001100010
3636,36194,1000110101100010
3637,30182,0111010111100110
3638,49093,1011111111000101
3639,46304,1011010011100000
3640,44242,1010110011010010
3641,54549,1101010100010101
3642,50334,1100010010011110
3643,28530,0110111101110010
3644,30348,0111011010001100
3645,45818,1011001011111010
3646,33389,1000001001101101
3647,45580,1011001000001100
3648,24219,0101111010011011
3649,43526,1010101000000110
3650,14977,0011101010000001
3651,54086,1101001101000110
3652,31500,0111101100001100
3653,63829,1111100101010101
3654,54392,1101010001111000
3655,8000,0001111101000000
3656,43542,1010101000010110
3657,58417,1110010000110001
3658,40105,1001110010101001
3659,33394,1000001001110010
3660,10920,0010101010101000
3661,42087,1010010001100111
3662,55130,1101011101011010
3663,54352,1101010001010000
3664,59634,1110100011110010
3665,26822,0110100011000110
3666,12221,0010111110111101
3667,65516,1111111111101100
3668,16065,0011111011000001
3669,34527,1000011011011111
3670,42259,1010010100010011
3671,5627,0001010111111011
3672,39411,1001100111110011
3673,49751,1100001001010111
3674,21541,0101010000100101
3675,20836,0101000101100100
3676,30342,0111011010000110
3677,25570,0110001111100010
3678,63076,1111011001100100
3679,51993,1100101100011001
3680,50496,1100010101000000
3681,11630,0010110101101110
3682,3900,0000111100111100
3683,57096,1101111100001000
3684,61639,1111000011000111
3685,26680,0110100000111000
3686,29842,0111010010010010
3687,29133,0111000111001101
3688,38364,1001010111011100
3689,33424,1000001010010000
3690,8296,0010000001101000
3691,59898,1110100111111010
3692,43241,1010100011101001
3693,46567,1011010111100111
3694,62585,1111010001111001
3695,54470,1101010011000110
3696,10201,0010011111011001
3697,21765,0101010100000101
3698,17488,0100010001010000
3699,60058,1110101010011010
3700,61681,1111000011110001
3701,27494,0110101101100110
3702,49372,1100000011011100
3703,39401,1001100111101001
3704,10360,0010100001111000
3705,61744,1111000100110000
3706,65111,1111111001010111
3707,55654,1101100101100110
3708,44769,1010111011100001
3709,28047,0110110110001111
3710,33465,1000001010111001
3711,58384,1110010000010000
3712,1395,0000010101110011
3713,27497,0110101101101001
3714,61910,1111000111010110
